frame,state,boot_x,boot_y,cart_x,target,direction,loop_ms
414,AIM,1032,382,1014,,0,3.5
415,AIM,1032,382,1014,,0,4.3
416,AIM,1032,382,1014,,0,3.9
417,AIM,1032,382,1014,,0,2.2
418,AIM,1032,382,1014,,0,3.9
419,AIM,1032,382,1014,,0,2.5
420,AIM,1032,382,1014,,0,2.9
421,AIM,1032,382,1014,,0,3.1
422,AIM,1032,382,1014,,0,2.7
423,AIM,1032,382,1014,,0,2.4
424,AIM,1032,382,1014,,0,1.8
425,AIM,1032,382,1014,,0,3.1
426,AIM,1032,382,1014,,0,2.3
427,AIM,1032,382,1014,,0,2.7
428,AIM,1032,382,1014,,0,2.0
429,AIM,1032,382,1014,,0,2.4
430,AIM,1032,382,1014,,0,2.2
431,AIM,1032,382,1014,,0,2.5
432,AIM,1032,382,1014,,0,1.8
433,AIM,1032,382,1014,,0,3.3
434,AIM,1032,382,1014,,0,2.9
435,AIM,1032,382,1014,,0,3.8
436,AIM,1032,382,1014,,0,1.9
437,AIM,1032,382,1014,,0,2.7
438,AIM,1032,382,1014,,0,2.2
439,AIM,1032,382,1014,,0,3.1
440,AIM,1032,382,1014,,0,2.8
441,AIM,1032,382,1014,,0,2.6
442,AIM,1032,382,1014,,0,1.9
443,AIM,1032,382,1014,,0,3.3
444,AIM,1032,382,1014,,0,2.8
445,AIM,1032,382,1014,,0,2.8
446,AIM,1032,382,1014,,0,3.1
447,AIM,1032,382,1014,,0,3.3
448,AIM,1032,382,1014,,0,1.8
449,AIM,1032,382,1014,,0,3.8
450,AIM,1032,382,1014,,0,3.3
451,AIM,1032,382,1014,,0,3.0
452,AIM,1032,382,1014,,0,2.0
453,AIM,1032,382,1014,,0,2.5
454,AIM,1032,382,1014,,0,1.9
455,AIM,1032,382,1014,,0,3.0
456,AIM,1032,382,1014,,0,2.8
457,AIM,1032,382,1014,,0,2.2
458,AIM,1032,382,1014,,0,2.0
459,AIM,1032,382,1014,,0,2.6
460,AIM,1032,382,1014,,0,1.8
461,AIM,1032,382,1014,,0,3.0
462,AIM,1032,382,1014,,0,3.3
463,AIM,1032,382,1014,,0,3.1
464,AIM,1032,382,1014,,0,2.7
465,AIM,1032,382,1014,,0,2.0
466,AIM,1032,382,1014,,0,2.4
467,AIM,1032,382,1014,,0,2.6
468,AIM,1032,382,1014,,0,1.9
469,AIM,1032,382,1014,,0,2.6
470,AIM,1032,382,1014,,0,2.1
471,AIM,1032,382,1014,,0,2.2
472,AIM,1032,382,1014,,0,1.9
473,AIM,1032,382,1014,,0,3.4
474,AIM,1032,382,1014,,0,3.7
475,AIM,1032,382,1014,,0,2.8
476,AIM,1032,382,1014,,0,1.8
477,AIM,1032,382,1014,,0,2.7
478,AIM,1032,382,1014,,0,1.9
479,AIM,1032,382,1014,,0,1.9
480,AIM,1032,382,1014,,0,2.2
481,AIM,1032,382,1014,,0,2.9
482,AIM,1032,382,1014,,0,2.0
483,AIM,1032,382,1014,,0,3.4
484,AIM,1032,382,1014,,0,2.0
485,AIM,1032,382,1014,,0,3.1
486,AIM,1032,382,1014,,0,3.2
487,AIM,1032,382,1014,,0,3.5
488,AIM,1032,382,1014,,0,1.8
489,AIM,1032,382,1014,,0,4.1
490,AIM,1032,382,1014,,0,2.1
491,AIM,1032,382,1014,,0,2.9
492,AIM,1032,382,1014,,0,3.2
493,AIM,1032,382,1014,,0,2.4
494,AIM,1032,382,1014,,0,1.9
495,AIM,1032,382,1014,,0,2.2
496,AIM,1032,382,1014,,0,1.8
497,AIM,1032,382,1014,,0,3.1
498,AIM,1032,382,1014,,0,1.9
499,AIM,1032,382,1014,,0,2.2
500,AIM,1032,382,1014,,0,2.2
501,AIM,1032,382,1014,,0,2.2
502,AIM,1032,382,1014,,0,2.9
503,AIM,1032,382,1014,,0,2.0
504,AIM,1032,382,1014,,0,1.9
505,AIM,1032,382,1014,,0,2.9
506,AIM,1032,382,1014,,0,1.9
507,AIM,1032,382,1014,,0,2.2
508,AIM,1032,382,1014,,0,2.0
509,AIM,1032,382,1014,,0,2.8
510,AIM,1032,382,1014,,0,2.9
511,AIM,1032,382,1014,,0,2.2
512,AIM,1032,382,1014,,0,1.9
513,AIM,1032,382,1014,,0,2.6
514,AIM,1032,382,1014,,0,2.0
515,AIM,1032,382,1014,,0,2.1
